customer_ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
367,no checking,18,other existing credit,used car,3850.0,less than 100,less than 7 years,3,male,none,1.0,car,27,none,own,2,skilled,1.0,none,yes,good
368,0,18,existing paid,furniture/equipment,3650.0,less than 100,less than a year,1,female,none,4.0,car,22,none,rent,1,skilled,1.0,none,yes,good
369,0,36,existing paid,furniture/equipment,3446.0,less than 100,more than 7 years,4,male,none,2.0,car,42,none,own,1,skilled,2.0,none,yes,bad
370,less than 200,18,existing paid,furniture/equipment,3001.0,less than 100,less than 7 years,2,female,none,4.0,real estate,40,none,rent,1,skilled,1.0,none,yes,good
371,no checking,36,existing paid,new car,3079.0,no known savings,less than 4 years,4,male,none,4.0,real estate,36,none,own,1,skilled,1.0,none,yes,good
372,no checking,18,critical,radio/tv,6070.0,less than 100,more than 7 years,3,male,none,4.0,car,33,none,own,2,skilled,1.0,yes,yes,good
372,no checking,18,other existing credit,radio/tv,6070.0,less than 100,more than 7 years,3,male,none,4.0,car,33,none,own,2,skilled,1.0,yes,yes,good
373,no checking,10,critical,furniture/equipment,2146.0,less than 100,less than a year,1,female,none,3.0,real estate,23,none,rent,2,skilled,1.0,none,yes,good
373,no checking,10,other existing credit,furniture/equipment,2146.0,less than 100,less than a year,1,female,none,3.0,real estate,23,none,rent,2,skilled,1.0,none,yes,good
374,no checking,60,critical,new car,13756.0,no known savings,more than 7 years,2,male,none,4.0,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
374,no checking,60,other existing credit,new car,13756.0,no known savings,more than 7 years,2,male,none,4.0,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
375,less than 200,60,all paid,other,14782.0,less than 500,more than 7 years,3,female,none,4.0,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
376,0,48,all paid,business,7685.0,less than 100,less than 7 years,2,female,guarantor,4.0,car,37,none,rent,1,skilled,1.0,none,yes,bad
377,no checking,18,delayed previously,radio/tv,2320.0,less than 100,unemployed,2,male,none,3.0,real estate,34,none,own,2,skilled,1.0,none,yes,good
378,no checking,7,delayed previously,radio/tv,846.0,no known savings,more than 7 years,3,male,none,4.0,no known property,36,none,for free,1,skilled,1.0,none,yes,good
379,less than 200,36,existing paid,new car,14318.0,less than 100,more than 7 years,4,male,none,2.0,no known property,57,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
380,no checking,6,critical,new car,362.0,less than 500,less than 4 years,4,female,none,4.0,car,52,none,own,2,unskilled resident,1.0,none,yes,good
380,no checking,6,other existing credit,new car,362.0,less than 500,less than 4 years,4,female,none,4.0,car,52,none,own,2,unskilled resident,1.0,none,yes,good
381,0,20,existing paid,furniture/equipment,2212.0,no known savings,less than 7 years,4,male,none,4.0,car,39,none,own,1,skilled,1.0,yes,yes,good
382,less than 200,18,existing paid,used car,12976.0,less than 100,unemployed,3,female,none,4.0,no known property,38,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
383,no checking,22,existing paid,new car,1283.0,no known savings,less than 7 years,4,female,none,4.0,life insurance,25,none,rent,1,skilled,1.0,none,yes,good
384,more than 200,12,existing paid,new car,1330.0,less than 100,less than a year,4,male,none,1.0,real estate,26,none,own,1,skilled,1.0,none,yes,good
385,no checking,30,delayed previously,business,4272.0,less than 500,less than 4 years,2,male,none,2.0,life insurance,26,none,own,2,unskilled resident,1.0,none,yes,good
386,no checking,18,critical,radio/tv,2238.0,less than 100,less than 4 years,2,female,none,1.0,car,25,none,own,2,skilled,1.0,none,yes,good
386,no checking,18,other existing credit,radio/tv,2238.0,less than 100,less than 4 years,2,female,none,1.0,car,25,none,own,2,skilled,1.0,none,yes,good
387,no checking,18,existing paid,radio/tv,1126.0,no known savings,less than a year,4,female,none,2.0,real estate,21,none,rent,1,skilled,1.0,yes,yes,good
388,less than 200,18,critical,furniture/equipment,7374.0,less than 100,unemployed,4,male,none,4.0,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
388,less than 200,18,other existing credit,furniture/equipment,7374.0,less than 100,unemployed,4,male,none,4.0,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
389,less than 200,15,critical,business,2326.0,500<=Xless than 1000,less than 4 years,2,male,none,4.0,car,27,bank,own,1,skilled,1.0,none,yes,good
389,less than 200,15,other existing credit,business,2326.0,500<=Xless than 1000,less than 4 years,2,male,none,4.0,car,27,bank,own,1,skilled,1.0,none,yes,good
390,no checking,9,existing paid,business,1449.0,less than 100,less than 7 years,3,female,none,2.0,car,27,none,own,2,skilled,1.0,none,yes,good
391,no checking,18,existing paid,new car,1820.0,less than 100,less than 4 years,2,male,none,2.0,life insurance,30,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
392,less than 200,12,existing paid,furniture/equipment,983.0,more than 1000,less than a year,1,female,none,4.0,real estate,19,none,rent,1,unskilled resident,1.0,none,yes,good
393,0,36,existing paid,new car,3249.0,less than 100,less than 7 years,2,male,none,4.0,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2.0,yes,yes,good
394,0,6,critical,radio/tv,1957.0,less than 100,less than 7 years,1,female,none,4.0,car,31,none,own,1,skilled,1.0,none,yes,good
394,0,6,other existing credit,radio/tv,1957.0,less than 100,less than 7 years,1,female,none,4.0,car,31,none,own,1,skilled,1.0,none,yes,good
395,no checking,9,critical,furniture/equipment,2406.0,less than 100,unemployed,2,male,none,3.0,car,31,none,own,1,high qualif/self emp/mgmt,1.0,none,yes,good
395,no checking,9,other existing credit,furniture/equipment,2406.0,less than 100,unemployed,2,male,none,3.0,car,31,none,own,1,high qualif/self emp/mgmt,1.0,none,yes,good
396,less than 200,39,delayed previously,education,11760.0,less than 500,less than 7 years,2,male,none,3.0,no known property,32,none,rent,1,skilled,1.0,yes,yes,good
397,0,12,existing paid,furniture/equipment,2578.0,less than 100,unemployed,3,female,none,4.0,no known property,55,none,for free,1,high qualif/self emp/mgmt,1.0,none,yes,good
398,0,36,critical,furniture/equipment,2348.0,less than 100,less than 4 years,3,male,none,2.0,life insurance,46,none,own,2,skilled,1.0,yes,yes,good
398,0,36,other existing credit,furniture/equipment,2348.0,less than 100,less than 4 years,3,male,none,2.0,life insurance,46,none,own,2,skilled,1.0,yes,yes,good
399,less than 200,12,existing paid,new car,1223.0,less than 100,more than 7 years,1,male,none,1.0,real estate,46,none,rent,2,skilled,1.0,none,yes,bad
400,no checking,24,critical,radio/tv,1516.0,more than 1000,less than 4 years,4,female,none,1.0,real estate,43,none,own,2,unskilled resident,1.0,none,yes,good
400,no checking,24,other existing credit,radio/tv,1516.0,more than 1000,less than 4 years,4,female,none,1.0,real estate,43,none,own,2,unskilled resident,1.0,none,yes,good
401,no checking,18,existing paid,radio/tv,1473.0,less than 100,less than a year,3,male,none,4.0,real estate,39,none,own,1,skilled,1.0,yes,yes,good
402,less than 200,18,critical,business,1887.0,no known savings,less than 4 years,4,male,none,4.0,real estate,28,bank,own,2,skilled,1.0,none,yes,good
402,less than 200,18,other existing credit,business,1887.0,no known savings,less than 4 years,4,male,none,4.0,real estate,28,bank,own,2,skilled,1.0,none,yes,good
403,no checking,24,delayed previously,business,8648.0,less than 100,less than a year,2,male,none,2.0,car,27,bank,own,2,skilled,1.0,yes,yes,bad
404,no checking,14,delayed previously,new car,802.0,less than 100,less than 4 years,4,male,none,2.0,car,27,none,own,2,unskilled resident,1.0,none,yes,good
405,less than 200,18,delayed previously,new car,2899.0,no known savings,more than 7 years,4,male,none,4.0,car,43,none,own,1,skilled,2.0,none,yes,good
406,less than 200,24,existing paid,radio/tv,2039.0,less than 100,less than a year,1,male,none,1.0,life insurance,22,none,own,1,skilled,1.0,yes,yes,bad
407,no checking,24,critical,used car,2197.0,no known savings,less than 7 years,4,male,none,4.0,car,43,none,own,2,skilled,2.0,yes,yes,good
407,no checking,24,other existing credit,used car,2197.0,no known savings,less than 7 years,4,male,none,4.0,car,43,none,own,2,skilled,2.0,yes,yes,good
408,0,15,existing paid,radio/tv,1053.0,less than 100,less than a year,4,male,none,2.0,real estate,27,none,own,1,skilled,1.0,none,no,good
409,no checking,24,existing paid,radio/tv,3235.0,500<=Xless than 1000,more than 7 years,3,male,none,2.0,car,26,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
410,more than 200,12,critical,new car,939.0,500<=Xless than 1000,less than 7 years,4,male,none,2.0,real estate,28,none,own,3,skilled,1.0,yes,yes,bad
410,more than 200,12,other existing credit,new car,939.0,500<=Xless than 1000,less than 7 years,4,male,none,2.0,real estate,28,none,own,3,skilled,1.0,yes,yes,bad
411,less than 200,24,existing paid,radio/tv,1967.0,less than 100,more than 7 years,4,female,none,4.0,car,20,none,own,1,skilled,1.0,yes,yes,good
412,no checking,33,critical,used car,7253.0,less than 100,less than 7 years,3,male,none,2.0,car,35,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
412,no checking,33,other existing credit,used car,7253.0,less than 100,less than 7 years,3,male,none,2.0,car,35,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
413,no checking,12,critical,business,2292.0,less than 100,unemployed,4,male,none,2.0,car,42,stores,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
413,no checking,12,other existing credit,business,2292.0,less than 100,unemployed,4,male,none,2.0,car,42,stores,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
414,no checking,10,existing paid,new car,1597.0,500<=Xless than 1000,less than 4 years,3,male,none,2.0,no known property,40,none,rent,1,unskilled resident,2.0,none,no,good
415,0,24,existing paid,new car,1381.0,no known savings,less than 4 years,4,female,none,2.0,life insurance,35,none,own,1,skilled,1.0,none,yes,bad
416,no checking,36,critical,used car,5842.0,less than 100,more than 7 years,2,male,none,2.0,life insurance,35,none,own,2,skilled,2.0,yes,yes,good
416,no checking,36,other existing credit,used car,5842.0,less than 100,more than 7 years,2,male,none,2.0,life insurance,35,none,own,2,skilled,2.0,yes,yes,good
417,0,12,existing paid,new car,2579.0,less than 100,less than a year,4,male,none,1.0,real estate,33,none,own,1,unskilled resident,2.0,none,yes,bad
418,0,18,delayed previously,education,8471.0,no known savings,less than 4 years,1,female,none,2.0,car,23,none,rent,2,skilled,1.0,yes,yes,good
419,no checking,21,existing paid,new car,2782.0,500<=Xless than 1000,less than 7 years,1,female,none,2.0,car,31,bank,own,1,high qualif/self emp/mgmt,1.0,none,yes,good
420,less than 200,18,existing paid,new car,1042.0,no known savings,less than 4 years,4,female,none,2.0,life insurance,33,none,own,1,skilled,1.0,none,yes,bad
421,no checking,15,existing paid,new car,3186.0,more than 1000,less than 7 years,2,female,none,3.0,car,20,none,rent,1,skilled,1.0,none,yes,good
422,less than 200,12,existing paid,used car,2028.0,no known savings,less than 4 years,4,male,none,2.0,car,30,none,own,1,skilled,1.0,none,yes,good
423,less than 200,12,critical,new car,958.0,less than 100,less than 7 years,2,male,none,3.0,real estate,47,none,own,2,unskilled resident,2.0,none,yes,good
423,less than 200,12,other existing credit,new car,958.0,less than 100,less than 7 years,2,male,none,3.0,real estate,47,none,own,2,unskilled resident,2.0,none,yes,good
424,no checking,21,delayed previously,furniture/equipment,1591.0,less than 500,less than 7 years,4,male,none,3.0,real estate,34,none,own,2,high qualif/self emp/mgmt,1.0,none,yes,good
425,less than 200,12,existing paid,furniture/equipment,2762.0,no known savings,more than 7 years,1,female,none,2.0,life insurance,25,bank,own,1,skilled,1.0,yes,yes,bad
426,less than 200,18,existing paid,used car,2779.0,less than 100,less than 4 years,1,male,none,3.0,car,21,none,rent,1,skilled,1.0,yes,yes,good
427,no checking,28,critical,radio/tv,2743.0,less than 100,more than 7 years,4,male,none,2.0,car,29,none,own,2,skilled,1.0,none,yes,good
427,no checking,28,other existing credit,radio/tv,2743.0,less than 100,more than 7 years,4,male,none,2.0,car,29,none,own,2,skilled,1.0,none,yes,good
428,no checking,18,critical,radio/tv,1149.0,more than 1000,less than 4 years,4,male,none,3.0,real estate,46,none,own,2,skilled,1.0,none,yes,good
428,no checking,18,other existing credit,radio/tv,1149.0,more than 1000,less than 4 years,4,male,none,3.0,real estate,46,none,own,2,skilled,1.0,none,yes,good
429,no checking,9,existing paid,furniture/equipment,1313.0,less than 100,more than 7 years,1,male,none,4.0,car,20,none,own,1,skilled,1.0,none,yes,good
430,0,18,critical,repairs,1190.0,less than 100,unemployed,2,female,none,4.0,no known property,55,none,for free,3,unemp/unskilled non res,2.0,none,yes,bad
430,0,18,other existing credit,repairs,1190.0,less than 100,unemployed,2,female,none,4.0,no known property,55,none,for free,3,unemp/unskilled non res,2.0,none,yes,bad
431,no checking,5,existing paid,business,3448.0,less than 100,less than 7 years,1,male,none,4.0,real estate,74,none,own,1,unskilled resident,1.0,none,yes,good
432,less than 200,24,existing paid,other,11328.0,less than 100,less than 4 years,2,male,co applicant,3.0,car,29,bank,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
433,0,6,critical,furniture/equipment,1872.0,less than 100,unemployed,4,male,none,4.0,no known property,36,none,for free,3,high qualif/self emp/mgmt,1.0,yes,yes,good
433,0,6,other existing credit,furniture/equipment,1872.0,less than 100,unemployed,4,male,none,4.0,no known property,36,none,for free,3,high qualif/self emp/mgmt,1.0,yes,yes,good
434,no checking,24,critical,repairs,2058.0,less than 100,less than 4 years,4,male,none,2.0,real estate,33,none,own,2,skilled,1.0,yes,yes,good
434,no checking,24,other existing credit,repairs,2058.0,less than 100,less than 4 years,4,male,none,2.0,real estate,33,none,own,2,skilled,1.0,yes,yes,good
435,0,9,existing paid,furniture/equipment,2136.0,less than 100,less than 4 years,3,male,none,2.0,real estate,25,none,own,1,skilled,1.0,none,yes,good
436,less than 200,12,existing paid,radio/tv,1484.0,no known savings,less than 4 years,2,male,none,1.0,real estate,25,none,own,1,skilled,1.0,yes,yes,bad
437,no checking,6,existing paid,repairs,660.0,500<=Xless than 1000,less than 7 years,2,male,none,4.0,real estate,23,none,rent,1,unskilled resident,1.0,none,yes,good
438,no checking,24,critical,new car,1287.0,more than 1000,more than 7 years,4,female,none,4.0,real estate,37,none,own,2,skilled,1.0,yes,yes,good
438,no checking,24,other existing credit,new car,1287.0,more than 1000,more than 7 years,4,female,none,4.0,real estate,37,none,own,2,skilled,1.0,yes,yes,good
439,0,42,critical,repairs,3394.0,less than 100,unemployed,4,male,co applicant,4.0,car,65,none,own,2,unemp/unskilled non res,1.0,none,yes,good
439,0,42,other existing credit,repairs,3394.0,less than 100,unemployed,4,male,co applicant,4.0,car,65,none,own,2,unemp/unskilled non res,1.0,none,yes,good
440,more than 200,12,all paid,business,609.0,less than 100,less than a year,4,female,none,1.0,real estate,26,none,own,1,unemp/unskilled non res,1.0,none,yes,bad
441,no checking,12,existing paid,new car,1884.0,less than 100,more than 7 years,4,male,none,4.0,car,39,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
442,0,12,existing paid,furniture/equipment,1620.0,less than 100,less than 4 years,2,female,co applicant,3.0,life insurance,30,none,own,1,skilled,1.0,none,yes,good
